2022-04-08 23:13:52,090 - App started
2022-04-08 23:13:56,023 - NO FILE CHOOSED
2022-04-08 23:13:56,981 - Anleitung geöffnet
2022-04-08 23:14:01,067 - App closed
2022-04-08 23:14:03,515 - App closed
2022-04-08 23:14:16,121 - App started
2022-04-08 23:14:31,818 - NO FILE CHOOSED
2022-04-08 23:14:33,672 - App closed
